ZONEID,TIMESTAMP,U10,V10,U100,V100
3,20130701 1:00,3.80010223126725,-2.08019440422916,6.11566105156392,-2.91916749102403
3,20130701 2:00,4.38252934215798,-1.59701920970175,6.92326319239329,-2.24094639043043
3,20130701 3:00,4.9679463252812,-1.10094611470441,7.46937810710885,-1.38227551284631
3,20130701 4:00,5.05943641559565,-0.814215865795953,7.4470089933705,-1.1085319736022
3,20130701 5:00,4.9595746830302,-0.485815476907716,7.27962631470768,-0.696075340481019
3,20130701 6:00,3.94959584289218,-0.653984256111813,6.31698307520907,-0.775866058197913
3,20130701 7:00,2.81643426677522,-0.848940982445767,6.07246552158642,-1.33133220845783
3,20130701 8:00,2.61192700607232,-1.08209533709451,6.13880151405187,-1.95063093289126
3,20130701 9:00,2.47857870450288,-1.39511746003783,5.82871931671338,-2.54476489250629
3,20130701 10:00,2.72374822756777,-1.80040917865066,6.00535818037137,-3.36906438399698
3,20130701 11:00,3.19614804030254,-1.81330707912059,6.48282305637269,-3.21623447083154
3,20130701 12:00,3.47360818347841,-1.6069406716017,6.59466862506443,-2.61289388994149
3,20130701 13:00,3.46822641345991,-1.6798634165663,6.38409041642411,-2.68163666212835
3,20130701 14:00,3.32531052074648,-1.96957010404475,6.20745155276611,-3.19045593126147
3,20130701 15:00,3.46164869454842,-2.30789195483293,6.30464149521549,-3.65937984153614
3,20130701 16:00,3.62070989731734,-2.32624665934783,6.44811236264077,-3.67349666082451
3,20130701 17:00,3.66854785303732,-2.3133487588779,6.54993039758774,-3.70111652464959
3,20130701 18:00,4.05663326881563,-2.34956209481271,7.14849702727598,-3.73180526223301
3,20130701 19:00,4.16127879695308,-2.12384883658892,7.31587970593879,-3.34389961917857
3,20130701 20:00,3.98726823302166,-1.9606407883348,6.9610592811236,-3.08734177298117
3,20130701 21:00,3.81206172019725,-1.91450599050005,6.68954452126502,-3.03517091908936
3,20130701 22:00,3.74867642886828,-1.91202562502506,6.60469615880921,-3.02535052306266
3,20130701 23:00,4.02972441872314,-1.9983423435546,6.88238170866458,-2.95108377811079
3,20130702 0:00,4.56132370166139,-2.47358036856204,7.00271211360191,-3.60536766338932
3,20130702 1:00,6.01239202184559,-2.71665624374309,8.7981503651092,-3.9322954101339
3,20130702 2:00,6.66904081898156,-2.3074908857043,9.64110789560157,-3.40849547998615
3,20130702 3:00,6.30370530639318,-2.58175027424479,9.01499545416475,-3.7683392772506
3,20130702 4:00,6.38429402240532,-2.66032188285369,9.22591985819488,-3.85737912469659
3,20130702 5:00,5.51811456363779,-2.79374536917069,8.15501595422433,-4.05449492490459
3,20130702 6:00,5.05368477802708,-2.37074350143977,7.90116658375999,-3.63017399673098
3,20130702 7:00,4.21854689876052,-2.01445337686735,7.51484188585216,-3.39314378215063
3,20130702 8:00,3.60487875016437,-1.93143431871455,7.25729208724694,-3.56078432251445
3,20130702 9:00,3.3738577642629,-2.00358183353781,6.8250820803922,-3.67500095441068
3,20130702 10:00,3.10224394362938,-2.00506431671911,6.72739077747298,-3.92431252725943
3,20130702 11:00,3.32490758120367,-1.97541465309311,6.92943415396501,-3.6995636709475
3,20130702 12:00,3.52130526689252,-1.91364452053895,6.93461475336224,-3.34094800950989
3,20130702 13:00,3.11179519886045,-1.94082337886278,6.42691601243356,-3.53315126641052
3,20130702 14:00,3.04493641224297,-2.18988055332117,6.14272313121401,-3.94334863257547
3,20130702 15:00,2.99180755502015,-2.20025793559027,6.22931314971059,-4.08397018474878
3,20130702 16:00,2.86704428356432,-2.14935934636564,6.14790373061124,-4.07844357352799
3,20130702 17:00,2.75660789495509,-2.29513685919347,5.73789629260178,-4.22950428022946
3,20130702 18:00,2.59125178876721,-2.48440054533943,5.29384491569623,-4.49416755091372
3,20130702 19:00,2.38649675475118,-2.63314302452986,5.06145802844899,-4.85892389148554
3,20130702 20:00,2.24084011247739,-2.88269436004868,4.68771478622015,-5.24333040528682
3,20130702 21:00,1.97877754707494,-3.04132006044778,4.2806676907234,-5.61054301751232
3,20130702 22:00,1.81222753398318,-3.3649955550316,3.88250162276475,-6.12451786104534
3,20130702 23:00,1.95549636244921,-3.89918366136001,4.12821005131916,-6.89210275282106
3,20130703 0:00,2.07130533212592,-4.39037975543073,3.59090788526344,-6.7023557675741
3,20130703 1:00,1.82948801690771,-4.80364753306708,2.94028214404343,-6.96456856953383
3,20130703 2:00,2.16896125271369,-5.64068893889103,3.30991536896114,-7.93726438672201
3,20130703 3:00,2.0679574874924,-5.96932327120675,3.09812006955399,-8.4101855125635
3,20130703 4:00,1.80811377613475,-6.1271328268237,2.76630743381613,-8.71104490387171
