ZONEID,TIMESTAMP,U10,V10,U100,V100
10,20130801 1:00,-0.349088622327745,-3.78967653259431,-0.350575864305029,-5.32341380620878
10,20130801 2:00,0.769430965804105,-4.63312242281875,1.02050240145732,-6.1766857264627
10,20130801 3:00,1.8738882961171,-5.04771883704935,2.4769003585652,-6.71042588409321
10,20130801 4:00,2.39647220154738,-5.09508930702717,3.22092476373968,-6.82592542249371
10,20130801 5:00,2.30297719010312,-4.82176588733217,3.13331153230421,-6.48553250976272
10,20130801 6:00,1.43909848679912,-4.42058411946696,2.07277859471889,-6.18787951432531
10,20130801 7:00,0.0332527659361492,-3.59767940648954,0.423264562038591,-6.10138206265973
10,20130801 8:00,-0.803261543774418,-3.01036942030443,-0.535893903571669,-6.53539574660523
10,20130801 9:00,-0.945024305029321,-2.95126113475689,-0.155166248642679,-6.68702069128958
10,20130801 10:00,-0.708626349263772,-2.96006449643418,0.648031490852091,-6.64478958253522
10,20130801 11:00,-0.375692893876923,-2.83975188684451,1.58654809565295,-6.32932828822548
10,20130801 12:00,0.0526358780648364,-2.9470690577677,2.46818490622345,-6.10697895659103
10,20130801 13:00,0.0169101419845115,-3.21116990808649,2.49112030712279,-6.63105175197657
10,20130801 14:00,0.0917821633443401,-3.76745852455161,2.30305001974823,-7.47720035268155
10,20130801 15:00,0.661493635518871,-4.18331256187897,2.83744486070277,-7.8755974388824
10,20130801 16:00,1.66903540518844,-3.92717665783964,4.2539352202458,-7.42326664752537
10,20130801 17:00,2.2892949933064,-3.57713822924252,5.32318361017288,-6.54709834300704
10,20130801 18:00,2.87876963863175,-2.7454301545878,6.46811882306777,-4.87973276001832
10,20130801 19:00,3.18927949371287,-2.08769327498435,6.87040575484213,-3.3614480790179
10,20130801 20:00,3.18471876144729,-1.70411823047373,7.0061833281662,-2.61858761177239
10,20130801 21:00,3.83006237702591,-1.25221233103936,7.64149393307783,-1.58672389425603
10,20130801 22:00,4.81404036332335,-0.0268682270999752,8.60248723076004,0.524831543462374
10,20130801 23:00,5.60684765548884,1.65038177627378,8.811199378944,2.9070731240401
10,20130802 0:00,5.227546755402,0.537385335644607,7.75479481352055,1.14557796129766
10,20130802 1:00,6.26786161333115,-0.104818237402132,8.66030948389427,0.00881649621149672
10,20130802 2:00,7.10112898311161,1.11041682673827,9.76523015567985,1.60135776267201
10,20130802 3:00,7.44137982577197,2.32151331945281,10.2267353321467,3.29078885768324
10,20130802 4:00,6.88330996890584,2.41143318952388,9.56595369660339,3.4768355237736
10,20130802 5:00,6.15675929736042,2.31624604672898,8.50965821744649,3.42725340493779
10,20130802 6:00,6.04638791767897,2.31812721555892,8.52745851117663,3.47547087830106
10,20130802 7:00,5.15208736774353,2.73273682567741,7.59837000916439,4.17280471477177
10,20130802 8:00,3.74759328788988,2.21315799484834,6.2993827203697,3.93717592984559
10,20130802 9:00,3.19390904875944,1.67401500818791,5.78708158374613,3.4518170234436
