ZONEID,TIMESTAMP,U10,V10,U100,V100
3,20130401 1:00,3.8873360942816,-0.246166534633967,5.14354020274819,-0.23960872435234
3,20130401 2:00,4.00769638584078,0.0542039643758973,5.28040561426012,0.141149380689007
3,20130401 3:00,4.08188568031004,0.318969385319019,5.40699444197252,0.490540685315048
3,20130401 4:00,4.34312670657947,0.347756469713407,5.82179473351721,0.512323185603454
3,20130401 5:00,4.54083328386193,0.316696720761567,6.12775666027597,0.495768485384265
3,20130401 6:00,4.82022700984193,0.279576532989856,6.64345432003423,0.462223434940119
3,20130401 7:00,4.95005827516314,0.637899978214739,7.24883852931568,1.06472739291744
3,20130401 8:00,3.51836274146903,0.437147942306507,6.49350962005017,1.10611414346542
3,20130401 9:00,3.02192586677575,0.373134557271617,6.16746164313779,1.0995793933789
3,20130401 10:00,2.8948569688018,0.848879004631504,5.90213893413173,2.01792960553812
3,20130401 11:00,2.32817703870678,0.5409329570968,5.53451750457579,1.56311099951619
3,20130401 12:00,2.19361028650454,0.44169327142141,5.68773202667788,1.37273194699551
3,20130401 13:00,2.19992426901257,0.334878037221181,5.63121081578046,1.20282844474594
3,20130401 14:00,2.09613818153695,0.298136626875712,5.50555622295893,0.948408841377354
3,20130401 15:00,2.21294685793536,0.204199825167709,5.65082974848866,0.765871488960507
3,20130401 16:00,2.26109097455904,0.128823117345561,5.49154269959593,0.415173234317161
3,20130401 17:00,2.6146739950083,0.456086813618604,5.70174555004088,1.04381619264057
3,20130401 18:00,2.80646121368948,0.604567564705448,5.44156113293458,1.31261224619951
3,20130401 19:00,3.00929790175971,1.01970762386662,5.45043636439781,1.98699845512858
3,20130401 20:00,2.96312690466979,1.00985941078433,5.2477073930798,2.06628675617838
3,20130401 21:00,3.09887752859228,0.728049005660323,5.30983401332241,1.58794304984497
3,20130401 22:00,4.26814816429671,1.66628069046163,5.64989551359779,2.03230605572846
3,20130401 23:00,4.7701097736845,2.48557626342296,6.53788577736633,3.34056302305016
3,20130402 0:00,4.59450213518012,3.82114546835207,6.38794107738227,5.36894944990658
3,20130402 1:00,5.19289814295319,2.77286427323684,7.12695620515572,3.88019388570031
3,20130402 2:00,5.01519272080866,2.75892244907442,6.79763940782314,3.83533154010096
3,20130402 3:00,4.30261157260534,2.91161861847233,5.73425437998321,3.93246827100737
3,20130402 4:00,3.89300937186032,3.8596626615167,5.16849461116677,5.24634983603867
3,20130402 5:00,2.30949570918628,5.61965198792472,3.02266311524721,7.94082132347074
3,20130402 6:00,1.20631452419003,4.91359817855658,1.62306672658375,7.07712364384506
3,20130402 7:00,1.19012749563825,4.60389051323431,1.6348280407742,6.65658791727031
3,20130402 8:00,1.08068910695122,4.26862283694761,1.53505965143453,6.46270456281053
3,20130402 9:00,0.807620973121208,4.1826482546127,1.22885991992455,7.03694258648216
3,20130402 10:00,0.475434995884698,4.09733756866648,0.716634408802573,7.41456650422275
3,20130402 11:00,0.215386863281116,3.81551355166905,0.248209653976059,7.33303406743785
3,20130402 12:00,-0.101315869253693,3.86895721095831,-0.314711176932341,7.37009426597644
3,20130402 13:00,-0.403942924786954,3.76406158154584,-0.91332151297038,7.41105553804541
3,20130402 14:00,-0.672084571666425,3.83078316860884,-1.43811946339939,7.52691742189764
3,20130402 15:00,-0.668213760491,3.60273475909501,-1.49814272202651,7.35995147479746
3,20130402 16:00,-0.624579161786204,3.42049520040056,-1.43893058851598,7.17738123357577
3,20130402 17:00,-0.603113754358845,3.3594167326414,-1.42635814920894,7.12237609679744
3,20130402 18:00,-0.533087261276148,3.29634657571617,-1.33510657359339,7.18362295122438
3,20130402 19:00,-0.446521847716634,3.34348321931292,-1.15949798585323,7.3459076100881
3,20130402 20:00,-0.541884559402115,3.17584938116957,-1.34605676266726,7.14695286003882
3,20130402 21:00,-0.664342949315575,3.01684619607914,-1.7005184386139,6.79702656436392
3,20130402 22:00,-0.887794321715134,3.98049180425765,-1.70944081489631,6.52356130988442
3,20130402 23:00,-2.27213715481729,5.43807632561895,-3.18244402661051,7.51950538218992
3,20130403 0:00,-2.01244091413874,4.68986509556922,-2.80080965925834,6.35776568484336
3,20130403 1:00,-2.01890525173483,4.99252334761674,-2.81207066700787,6.71984884073978
3,20130403 2:00,-1.6159205849345,4.76687022447204,-2.26677447576277,6.34850454127436
3,20130403 3:00,-1.53133252479311,4.79624709744224,-2.13914477898837,6.38390731386588
3,20130403 4:00,-1.55069246813533,4.80657742639879,-2.16244226332021,6.40507201487168
3,20130403 5:00,-1.7594820109491,4.8811494885539,-2.45653079742205,6.51936140030301
3,20130403 6:00,-2.00282160649668,4.88792876693164,-2.8144341799111,6.61056202100074
3,20130403 7:00,-2.37959588846446,4.69940026347456,-3.40261124811479,6.55437936014897
3,20130403 8:00,-2.18629430032447,3.61665265971588,-3.76861810341491,6.08991037625802
3,20130403 9:00,-1.87891796910648,2.81250111500423,-3.91684412691745,5.62505657962151
3,20130403 10:00,-1.80535018440605,2.41994861465523,-4.04211031078861,5.23254757915028
3,20130403 11:00,-1.74846173550815,2.22141260502149,-4.14846839143394,4.99280923866639
3,20130403 12:00,-1.71927289785373,2.23109728841825,-4.16838942876116,5.11556450450004
3,20130403 13:00,-1.76037554679567,2.36442309651376,-4.27879924581203,5.31990007239241
3,20130403 14:00,-1.7520358788944,2.63172035826456,-4.17311645456762,5.67931517674547
3,20130403 15:00,-1.80266957686636,2.6675536868326,-4.20958208221745,5.72010532777484
3,20130403 16:00,-1.82054029379764,2.65722335787605,-4.28656507392264,5.65160865906515
3,20130403 17:00,-1.84913344088768,2.67304167409077,-4.34126351539738,5.71317869835476
3,20130403 18:00,-2.01503326306638,2.51453568916367,-4.68262230756382,5.41841213525578
3,20130403 19:00,-2.15978607020974,2.31793661620928,-5.03985040065194,5.03667789166023
3,20130403 20:00,-2.25122457184145,2.15717087182292,-5.27451346747259,4.71959218931877
3,20130403 21:00,-2.24943750014832,2.01609731701,-5.28936983429289,4.41520530758079
3,20130403 22:00,-3.04438655830802,2.52099214476151,-5.30118739880903,4.08234228267137
3,20130403 23:00,-3.36993145173948,2.13005375831197,-4.73495723613533,2.89827346458317
