ZONEID,TIMESTAMP,U10,V10,U100,V100
5,20131101 1:00,3.46225146025771,-1.06637438560957,4.32367110159608,-1.33085945831935
5,20131101 2:00,3.6513406478991,-0.337716670907506,4.53244429289655,-0.451425583336058
5,20131101 3:00,3.65782900237699,0.328049481096067,4.52726809807092,0.341373771007492
5,20131101 4:00,3.55169806127435,0.735370617635523,4.39556269639652,0.818798539425069
5,20131101 5:00,3.58692055701147,1.05081111179515,4.46112783085452,1.25197114262378
5,20131101 6:00,3.56838240136035,1.18494702286303,4.47838181360662,1.44206847208509
5,20131101 7:00,3.22542652181468,1.25963075356749,4.11317251202039,1.57357842787636
5,20131101 8:00,2.29759183147627,1.16332804818542,3.33271735886682,1.72067013198412
5,20131101 9:00,1.63299895138371,1.18691238419736,2.11746184036019,1.47946466804469
5,20131101 10:00,-0.224060790966961,0.967283255086214,0.714137909855619,1.20834224733758
5,20131101 11:00,-0.555430323230683,0.406663934469183,-0.351007958707689,0.443590039963735
5,20131101 12:00,-1.0443741785289,0.24648698572146,-0.887606822298169,-0.52185508572664
5,20131101 13:00,-1.2019485015634,-0.244362007526931,-0.645475931010289,-1.1289200001375
5,20131101 14:00,-0.872432784864788,-0.324450481900793,0.0130510773617347,-0.928850351753635
5,20131101 15:00,0.237539284745858,0.461202711496782,0.986750837338885,-0.0282252990599021
5,20131101 16:00,0.586983518769419,0.950086343410845,1.49804385955961,0.760211165755027
5,20131101 17:00,0.368233282086235,1.24783858556152,1.25476270275492,1.23264977471132
5,20131101 18:00,0.0753304227985825,1.48073390367938,0.901056056336762,1.48569736737129
5,20131101 19:00,-0.115612580407925,1.2429251822257,0.822838001193884,1.19650011861704
5,20131101 20:00,-0.175861586274057,0.501983959184086,0.818812071885059,0.400584414610194
5,20131101 21:00,-0.71300464626518,-0.160342810484414,0.749796140876637,-0.629680784076824
5,20131101 22:00,-0.12580856601604,-1.33710290941324,0.560577463361881,-1.97220421902651
5,20131101 23:00,0.662063049156444,-1.71003022260196,0.898755525303148,-2.13487767145078
5,20131102 0:00,1.8999483927598,-1.37444477476547,2.36591919199051,-1.68923966959886
5,20131102 1:00,3.36434103360503,-2.52901671458227,4.22278001663415,-3.24201971176348
5,20131102 2:00,4.20119048994904,-1.90397803427206,5.28270158752711,-2.47050212963547
5,20131102 3:00,5.04860970878394,-1.01516610249285,6.42260638228224,-1.3489729449788
5,20131102 4:00,5.72875094732823,0.416038856697277,7.35766205692994,0.45828056932105
5,20131102 5:00,5.84547788961893,1.23457723930463,7.62983518561201,1.5605373566804
5,20131102 6:00,5.43141893291056,1.39689924020863,7.15396377457592,1.81853880437027
5,20131102 7:00,4.83307846494795,1.67848832104514,6.51179630817172,2.22885435973247
5,20131102 8:00,3.32114287385965,3.59814393539456,4.91270724980497,5.65871938841918
5,20131102 9:00,1.89973959628028,4.53891870282901,3.19910983497368,8.18837695625066
5,20131102 10:00,1.60148847208079,4.21476958517011,2.74510434125243,8.05284848493406
5,20131102 11:00,1.42364072929928,3.84261670504875,2.45279155188564,7.60150137403564
5,20131102 12:00,1.02290886442725,3.28884134220858,1.6051995464973,6.88593591309339
5,20131102 13:00,2.64421851955172,3.70256449085414,4.44259002753595,7.16320975808057
5,20131102 14:00,3.01783664586017,4.43251861077303,4.50588610397364,7.31365879504671
5,20131102 15:00,1.14652913008158,3.15819192684683,1.97519388421944,6.1330690380273
5,20131102 16:00,1.65479683942616,3.38435398298441,3.06561265557783,6.92323732721722
5,20131102 17:00,2.32988297417045,4.00840289499643,3.5489645120111,6.95307845851629
5,20131102 18:00,2.22924045306153,4.55673453219652,3.15940593248095,7.25024639103619
5,20131102 19:00,1.50130550586278,4.32661340286616,2.06726090449244,6.88469253262259
5,20131102 20:00,1.13044470889979,3.80154132067365,1.43487555899224,5.6543675567714
5,20131102 21:00,0.638261420736999,4.26128869518528,0.721931570753167,5.93910168458335
5,20131102 22:00,0.299109911246675,4.94026974774712,0.241456808703426,6.59001136104429
5,20131102 23:00,-0.0878353068981133,4.88137853400452,-0.242470466606552,6.36247273488889
5,20131103 0:00,-0.345186045806761,4.78438124078139,-0.573911739589367,6.13742086967508
