ZONEID,TIMESTAMP,U10,V10,U100,V100
6,20130601 1:00,6.93873814350609,-3.13846900874106,10.0920798680777,-4.65378566991258
6,20130601 2:00,7.74500225701864,-3.02867865338693,10.7542814119102,-4.15238740094812
6,20130601 3:00,7.9515749852737,-2.80196156958066,11.5516824376084,-4.03590769627547
6,20130601 4:00,9.13018922296591,-3.50791355450769,12.4631292847445,-4.55805809653218
6,20130601 5:00,9.33082808470018,-3.82630558503465,12.9119547755643,-5.25358920661773
6,20130601 6:00,8.6157971689448,-1.04476693213789,11.8754254145932,-1.06768349789308
6,20130601 7:00,7.97345611806911,3.81400524405891,10.8076254251633,6.31672812419898
6,20130601 8:00,3.32983469889219,8.56573182378544,4.0577682999044,12.8422692802278
6,20130601 9:00,2.99012084057688,7.10057953158464,3.7436824287672,10.8353373571898
6,20130601 10:00,2.51912018548905,6.50661370911883,3.09527675043124,10.110351609141
6,20130601 11:00,1.83709640225557,7.15602366103848,2.14704092863782,10.8688085366934
6,20130601 12:00,1.37722174689423,7.2191531153671,1.58187030546414,11.1077927583494
6,20130601 13:00,1.36906268042814,7.78896505965501,1.4236777144375,11.6955466704332
6,20130601 14:00,1.14505921926826,6.92656181834836,1.24525118734931,10.634510280168
6,20130601 15:00,1.24704755009437,6.64494955686503,1.43701371775079,10.2489222922861
6,20130601 16:00,1.46734234467875,6.32655752633806,1.80858236179012,9.79304482744656
6,20130601 17:00,1.57044327547751,6.00542073692725,1.95941715788529,9.35323352876879
6,20130601 18:00,1.54448260944904,5.59206004901897,2.0031040652909,8.8745956618668
6,20130601 19:00,1.19660968466764,5.97467943742809,1.46506531092703,8.94689340959465
6,20130601 20:00,0.651064831412368,5.71063363280142,0.75641768658965,8.79426483105808
6,20130601 21:00,0.496784301871788,5.58711948302803,0.527406319347591,8.65703299509317
6,20130601 22:00,0.18748150947553,5.40102483070279,0.049609510985142,8.30357733953478
6,20130601 23:00,-0.306883745037914,5.92692063284905,-0.610752584114451,8.62757835712997
6,20130602 0:00,-1.08829979249465,6.84751276249339,-1.59025903436663,9.26486961487919
6,20130602 1:00,-0.738547726043342,5.14748607346076,-1.05611979094971,6.86263948884435
6,20130602 2:00,-0.381031593784478,5.19717298850578,-0.601334409053202,6.92434364687785
6,20130602 3:00,0.378856732047717,5.35063637168281,0.377178342568707,7.10107654396146
6,20130602 4:00,1.14762744625901,5.42862595985474,1.37365077169226,7.23972045460463
6,20130602 5:00,1.15206864044856,5.33868635414034,1.4431721039567,7.14297442904593
6,20130602 6:00,1.28397210787823,5.17201505683742,1.55962033549962,7.04241950484319
6,20130602 7:00,1.09477723540335,4.62797478450903,1.38465831596746,6.58992234593085
6,20130602 8:00,1.41942853065954,3.90782899050209,1.90433027464411,6.10695399786616
6,20130602 9:00,1.6592530168953,3.69147077815415,2.36317106758937,5.8989881319014
6,20130602 10:00,0.745699372104638,3.31661759629552,0.998235577464317,5.56761394986963
6,20130602 11:00,-0.110562867640815,2.79899315221891,-0.320352357817781,5.33755647176942
6,20130602 12:00,-0.875336507081515,2.34111879585467,-1.67022489261888,4.76317455624769
6,20130602 13:00,-1.50731844025464,1.76563110894083,-2.89437968490845,4.12556492323485
6,20130602 14:00,-1.83063737725396,1.47757279133805,-3.46445460947681,3.97473253693074
6,20130602 15:00,-1.9994027564569,1.38574634074852,-3.87810653645019,3.87722473164323
6,20130602 16:00,-2.27564503504698,1.23416980244662,-4.50437787126564,3.58927199415356
6,20130602 17:00,-2.40577202480083,0.94233779509359,-4.925561275901,3.02479321510634
6,20130602 18:00,-2.49592826684871,0.751766462705727,-5.13760133930752,2.5898169899566
6,20130602 19:00,-2.60606988274958,0.54924511277539,-5.3849814132818,2.19750042962014
6,20130602 20:00,-2.65048182464509,0.410876488599384,-5.52344473337513,1.98572566501134
6,20130602 21:00,-2.69444964712165,0.307728968759088,-5.60629098765692,1.80823098819892
6,20130602 22:00,-2.6296082119542,0.0190417028646017,-5.47883521183879,1.22089881728745
6,20130602 23:00,-2.8334590252546,-0.0727847477249295,-4.65674545781186,0.644993342308105
6,20130603 0:00,-2.9729125228065,0.85617187912944,-3.92735081347083,1.14395906467777
6,20130603 1:00,-1.36455551420642,1.684134799565,-1.71491487200154,2.09932246720515
6,20130603 2:00,-0.510771229460925,1.25308104563929,-0.62365355469882,1.49878514677988
6,20130603 3:00,0.29246003842464,1.32771579455222,0.374229712788452,1.58827940316391
6,20130603 4:00,0.588288803753123,1.38458036515255,0.75278937420244,1.65864040473481
6,20130603 5:00,0.33477478587036,1.58817583667694,0.417637887297255,1.91909955090075
6,20130603 6:00,0.280851567886434,1.61914671887891,0.323755091266587,1.97711651710833
6,20130603 7:00,0.420153214344909,1.75978498723865,0.495873550656146,2.23695846150611
6,20130603 8:00,0.11271597847822,1.60036110180558,0.19908277610758,3.40902461925285
6,20130603 9:00,-0.0531728101806639,1.52369547537121,-0.0780228960474592,3.5343165781905
6,20130603 10:00,-0.0748918840908557,1.40184282408479,-0.101745968162736,3.26027899312491
6,20130603 11:00,-0.211572263008446,1.27491297899477,-0.29102579886973,2.98562420629115
6,20130603 12:00,-0.840302006029361,1.05354732915777,-1.25811954722866,2.62764718075502
6,20130603 13:00,-1.61769506529763,0.424483016891634,-2.28578284141384,1.70616494088357
6,20130603 14:00,-1.62892906904428,-0.34826588001641,-3.12820427461376,0.557552450327122
6,20130603 15:00,-1.79968592599338,-0.815367709947685,-4.04280441658996,-0.67129627009087
6,20130603 16:00,-2.1243486342716,-1.34745762056505,-4.69998398880464,-1.92483306123549
6,20130603 17:00,-2.60254272708739,-1.60030187198437,-5.48435960725442,-2.67967082370219
6,20130603 18:00,-2.53476423781593,-1.71200013566359,-5.31123165543443,-3.2073783354839
6,20130603 19:00,-2.32993090283532,-1.9293040304577,-4.774686428657,-3.84618216553545
6,20130603 20:00,-2.14943790930579,-1.99429211114379,-4.34211892221462,-4.11651653999204
6,20130603 21:00,-2.08203388682588,-2.17148617488946,-4.05895629547696,-4.57571465550735
6,20130603 22:00,-2.17639951829775,-2.34766479987441,-4.03624271579212,-4.78432885314737
6,20130603 23:00,-2.12210183352227,-3.0117617493854,-3.30991291209248,-4.97751300658325
6,20130604 0:00,-2.02960853600818,-3.23211196046167,-2.7774056550368,-4.5189320928361
6,20130604 1:00,-2.4978225278794,-3.19348728033009,-3.30212728493293,-4.30857326142066
