ZONEID,TIMESTAMP,U10,V10,U100,V100
6,20130501 1:00,-0.454906668348762,4.30809250851206,-0.621088820633211,5.50728385530278
6,20130501 2:00,-0.685946494866154,4.11524494730486,-0.939059940416311,5.19211135376921
6,20130501 3:00,-0.744935386742934,3.85811486569525,-1.0171961882811,4.81623442100641
6,20130501 4:00,-1.07563068968853,4.0321721517079,-1.4415194232135,5.05353356126612
6,20130501 5:00,-1.46710242668898,3.82300671993701,-1.92715790820646,4.82420570995571
6,20130501 6:00,-1.97610506189848,3.57576625685085,-2.5788359199121,4.56544540714021
6,20130501 7:00,-2.68575930659793,3.19254353906729,-3.62662129926563,4.25947054670198
6,20130501 8:00,-2.68575930659793,1.97414253697868,-4.88928136024733,3.64016271294925
6,20130501 9:00,-3.08035924241003,1.35060208907538,-5.83179985011635,2.97793255408495
6,20130501 10:00,-3.40390437664329,1.15429316138496,-6.47045515384453,2.73756753346012
6,20130501 11:00,-3.63092223325999,1.09347200746577,-6.82315349490087,2.50762650607668
6,20130501 12:00,-3.9853024700652,1.13550288619042,-7.19701373642059,2.34084261421456
6,20130501 13:00,-4.3374482791478,1.18643442158617,-7.68807834973749,2.26296925294071
6,20130501 14:00,-4.6216674854632,0.977268989815272,-8.17588728606003,1.94595722318807
6,20130501 15:00,-4.78433382366886,0.688986609856805,-8.4488215407544,1.39961734212502
6,20130501 16:00,-4.92108080029231,0.288457059657221,-8.6609831582206,0.679135456323576
6,20130501 17:00,-5.26250135630641,-0.15805921667639,-9.15530344853187,-0.173179285177705
6,20130501 18:00,-5.80367975072142,-0.678253151009677,-9.84442174567272,-1.07884034503194
6,20130501 19:00,-6.03203826397168,-1.24888413981254,-10.1222395158586,-2.04581901218843
6,20130501 20:00,-5.90914473922839,-1.95747530701749,-9.88240464394033,-3.26419986928415
6,20130501 21:00,-5.87920340774548,-2.58497160233017,-9.76465765931075,-4.37036950501675
6,20130501 22:00,-5.89573817289276,-3.19516106522682,-9.470561504153,-5.29933125564584
6,20130501 23:00,-6.23581807227329,-3.8048560471973,-9.46296492449948,-5.98240940099291
6,20130502 0:00,-6.61075504412647,-4.67662592003911,-9.17103922067131,-6.65261084880651
6,20130502 1:00,-6.25649741394004,-5.18108459979552,-8.47018369301816,-7.19890599676238
6,20130502 2:00,-5.65323225306913,-5.15478718418132,-7.53538455933739,-7.06507451179952
6,20130502 3:00,-5.06100243050683,-4.9862446568358,-6.67523154812497,-6.78254137687793
6,20130502 4:00,-4.17541653124054,-4.65394095043824,-5.47629998109459,-6.27546875051865
6,20130502 5:00,-3.37167605776313,-4.39813881673652,-4.3612017516056,-5.94089003811151
6,20130502 6:00,-3.59238282393542,-4.18835716035964,-4.71376113003312,-5.82192871814452
6,20130502 7:00,-3.77630512907899,-3.61877904489764,-5.53716528095341,-5.68884074143146
6,20130502 8:00,-3.13947414751937,-2.92070219404808,-5.58597236102888,-5.7892143551536
6,20130502 9:00,-3.36661819437168,-3.33249581582492,-5.84436278495784,-6.60781693817642
6,20130502 10:00,-3.59744068732687,-4.01383794764725,-6.00915845533032,-7.61155307539786
6,20130502 11:00,-3.61675252936694,-4.64318291677788,-5.86158881321978,-8.52383769789469
6,20130502 12:00,-3.52938943442375,-5.22471440297362,-5.55783651486773,-9.33277467367019
6,20130502 13:00,-3.17028113363092,-5.47155150862504,-4.8670727815643,-9.68073653457362
6,20130502 14:00,-2.57759150530577,-5.62216397986998,-3.75656815961183,-9.91419812500883
6,20130502 15:00,-2.33435425675339,-5.78174147916521,-3.07269483761318,-10.1617863721901
6,20130502 16:00,-1.93524285459184,-5.6819308335386,-2.31819479974061,-9.99821455723552
6,20130502 17:00,-1.5618805751504,-5.65025440109423,-1.52981690628624,-10.0182892799799
6,20130502 18:00,-0.57789624263229,-5.61200361474631,0.34724597332215,-9.94616897974996
6,20130502 19:00,-0.600886530775237,-5.50741162082622,0.529267671956552,-9.84059080827926
6,20130502 20:00,0.175265596930632,-5.62395698548004,1.69317298152101,-9.97070475199315
6,20130502 21:00,0.740826685247113,-5.68910285597884,2.42527918265307,-9.93352933950347
6,20130502 22:00,1.09763595722564,-5.74349069281729,2.88578833818869,-9.83092520103194
6,20130502 23:00,1.50180522277864,-5.8821497933285,3.12465593008746,-9.61753833334116
6,20130503 0:00,2.27197987556734,-6.07519673067816,3.98940254883639,-9.74765227705505
6,20130503 1:00,3.21959438597272,-5.86437912651484,4.63099629136125,-8.37535559539692
6,20130503 2:00,4.29648195480094,-5.71900197023395,5.89748792927871,-7.95665401801424
6,20130503 3:00,5.04771586776975,-5.44269218281544,6.86846485168209,-7.51899887128502
6,20130503 4:00,5.33366654366821,-5.02706262062774,7.28047542249827,-6.9544122449926
6,20130503 5:00,5.29039475651977,-4.70741925777936,7.31307288659657,-6.59084832389077
6,20130503 6:00,4.93039133148068,-4.11985325114406,7.03091778751623,-6.01247728352813
6,20130503 7:00,4.21618379308218,-3.20285888075685,6.81075130868838,-5.3783942362984
6,20130503 8:00,3.64829734937119,-2.29331974915328,7.03145217217357,-4.45771024652551
6,20130503 9:00,3.52918840948837,-2.75973812555449,7.36330504438739,-4.8287407252487
6,20130503 10:00,3.58985813167588,-3.17210602077435,7.51079520981575,-5.40826046678386
6,20130503 11:00,3.29409323601179,-3.37526127762843,7.23825903456769,-5.7367890021239
